Time,VehicleID,Speed,AlertReceived,AlertType,SenderID,TTC,Distance,Action
9.557,vehC,21.837,No,N/A,N/A,N/A,N/A,NoAlert
9.657,vehC,21.836,No,N/A,N/A,N/A,N/A,NoAlert
9.757,vehC,21.878,No,N/A,N/A,N/A,N/A,NoAlert
9.857,vehC,21.898,No,N/A,N/A,N/A,N/A,NoAlert
9.957,vehC,21.900,No,N/A,N/A,N/A,N/A,NoAlert
10.057,vehC,21.942,No,N/A,N/A,N/A,N/A,NoAlert
10.157,vehC,21.949,No,N/A,N/A,N/A,N/A,NoAlert
10.257,vehC,21.967,No,N/A,N/A,N/A,N/A,NoAlert
10.357,vehC,21.983,No,N/A,N/A,N/A,N/A,NoAlert
10.457,vehC,22.009,No,N/A,N/A,N/A,N/A,NoAlert
10.557,vehC,22.000,No,N/A,N/A,N/A,N/A,NoAlert
10.657,vehC,22.012,No,N/A,N/A,N/A,N/A,NoAlert
10.757,vehC,22.065,No,N/A,N/A,N/A,N/A,NoAlert
10.857,vehC,22.099,No,N/A,N/A,N/A,N/A,NoAlert
10.957,vehC,22.119,No,N/A,N/A,N/A,N/A,NoAlert
11.057,vehC,22.155,No,N/A,N/A,N/A,N/A,NoAlert
11.157,vehC,22.184,No,N/A,N/A,N/A,N/A,NoAlert
11.257,vehC,22.178,No,N/A,N/A,N/A,N/A,NoAlert
11.357,vehC,22.185,No,N/A,N/A,N/A,N/A,NoAlert
11.457,vehC,22.236,No,N/A,N/A,N/A,N/A,NoAlert
11.557,vehC,22.256,No,N/A,N/A,N/A,N/A,NoAlert
11.657,vehC,22.249,No,N/A,N/A,N/A,N/A,NoAlert
11.757,vehC,22.262,No,N/A,N/A,N/A,N/A,NoAlert
11.857,vehC,22.322,No,N/A,N/A,N/A,N/A,NoAlert
11.957,vehC,22.319,No,N/A,N/A,N/A,N/A,NoAlert
12.057,vehC,22.359,No,N/A,N/A,N/A,N/A,NoAlert
12.157,vehC,22.406,No,N/A,N/A,N/A,N/A,NoAlert
12.246,vehC,22.418,Yes,Warning,vehA,2.776,63.868,SpeedReduction
12.306,vehC,21.968,Yes,Critical,vehA,1.334,63.786,EmergencyBraking
12.457,vehC,21.518,No,N/A,N/A,N/A,N/A,NoAlert
12.557,vehC,21.068,No,N/A,N/A,N/A,N/A,NoAlert
12.657,vehC,20.618,No,N/A,N/A,N/A,N/A,NoAlert
12.757,vehC,20.168,No,N/A,N/A,N/A,N/A,NoAlert
12.857,vehC,19.718,No,N/A,N/A,N/A,N/A,NoAlert
12.957,vehC,19.268,No,N/A,N/A,N/A,N/A,NoAlert
13.057,vehC,18.818,No,N/A,N/A,N/A,N/A,NoAlert
13.157,vehC,18.368,No,N/A,N/A,N/A,N/A,NoAlert
13.257,vehC,17.918,No,N/A,N/A,N/A,N/A,NoAlert
13.357,vehC,17.468,No,N/A,N/A,N/A,N/A,NoAlert
13.457,vehC,17.018,No,N/A,N/A,N/A,N/A,NoAlert
13.557,vehC,16.568,No,N/A,N/A,N/A,N/A,NoAlert
13.657,vehC,16.118,No,N/A,N/A,N/A,N/A,NoAlert
13.757,vehC,15.668,No,N/A,N/A,N/A,N/A,NoAlert
13.857,vehC,15.218,No,N/A,N/A,N/A,N/A,NoAlert
13.957,vehC,14.768,No,N/A,N/A,N/A,N/A,NoAlert
14.057,vehC,14.318,No,N/A,N/A,N/A,N/A,NoAlert
14.157,vehC,13.868,No,N/A,N/A,N/A,N/A,NoAlert
14.257,vehC,13.418,No,N/A,N/A,N/A,N/A,NoAlert
14.357,vehC,12.968,No,N/A,N/A,N/A,N/A,NoAlert
14.457,vehC,12.518,No,N/A,N/A,N/A,N/A,NoAlert
14.557,vehC,12.068,No,N/A,N/A,N/A,N/A,NoAlert
14.657,vehC,11.618,No,N/A,N/A,N/A,N/A,NoAlert
14.757,vehC,11.168,No,N/A,N/A,N/A,N/A,NoAlert
14.857,vehC,10.718,No,N/A,N/A,N/A,N/A,NoAlert
14.957,vehC,10.268,No,N/A,N/A,N/A,N/A,NoAlert
15.057,vehC,9.818,No,N/A,N/A,N/A,N/A,NoAlert
15.157,vehC,9.368,No,N/A,N/A,N/A,N/A,NoAlert
15.257,vehC,8.918,No,N/A,N/A,N/A,N/A,NoAlert
15.357,vehC,8.468,No,N/A,N/A,N/A,N/A,NoAlert
15.457,vehC,8.018,No,N/A,N/A,N/A,N/A,NoAlert
15.557,vehC,7.568,No,N/A,N/A,N/A,N/A,NoAlert
15.657,vehC,7.118,No,N/A,N/A,N/A,N/A,NoAlert
15.757,vehC,6.668,No,N/A,N/A,N/A,N/A,NoAlert
15.857,vehC,6.218,No,N/A,N/A,N/A,N/A,NoAlert
15.957,vehC,5.768,No,N/A,N/A,N/A,N/A,NoAlert
16.057,vehC,5.318,No,N/A,N/A,N/A,N/A,NoAlert
16.157,vehC,4.868,No,N/A,N/A,N/A,N/A,NoAlert
16.257,vehC,4.418,No,N/A,N/A,N/A,N/A,NoAlert
16.357,vehC,3.968,No,N/A,N/A,N/A,N/A,NoAlert
16.457,vehC,3.518,No,N/A,N/A,N/A,N/A,NoAlert
16.557,vehC,3.068,No,N/A,N/A,N/A,N/A,NoAlert
16.657,vehC,2.618,No,N/A,N/A,N/A,N/A,NoAlert
16.757,vehC,2.168,No,N/A,N/A,N/A,N/A,NoAlert
16.857,vehC,1.718,No,N/A,N/A,N/A,N/A,NoAlert
16.957,vehC,1.268,No,N/A,N/A,N/A,N/A,NoAlert
17.057,vehC,0.818,No,N/A,N/A,N/A,N/A,NoAlert
17.157,vehC,0.368,No,N/A,N/A,N/A,N/A,NoAlert
17.257,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.357,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.457,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.557,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.657,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.757,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.857,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
17.957,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.057,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.157,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.257,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.357,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.457,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.557,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.657,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.757,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.857,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
18.957,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.057,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.157,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.257,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.357,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.457,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.557,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.657,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.757,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.857,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
19.957,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.057,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.157,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.257,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.357,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.457,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.557,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.657,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.757,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.857,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
20.957,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.057,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.157,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.257,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.357,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.457,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
21.557,vehC,0.000,No,N/A,N/A,N/A,N/A,NoAlert
